Id,SalePrice
1,172263.708468747
2,172263.708468747
3,172263.708468747
4,172263.708468747
5,172263.708468747
6,172263.708468747
7,172263.708468747
8,172263.708468747
9,172263.708468747
10,172263.708468747
11,172263.708468747
12,172263.708468747
13,172263.708468747
14,172263.708468747
15,172263.708468747
16,172263.708468747
17,172263.708468747
18,172263.708468747
19,172263.708468747
20,172263.708468747
21,172263.708468747
22,172263.708468747
23,172263.708468747
24,172263.708468747
25,172263.708468747
26,172263.708468747
27,172263.708468747
28,172263.708468747
29,172263.708468747
30,172263.708468747
31,172263.708468747
32,172263.708468747
33,172263.708468747
34,172263.708468747
35,172263.708468747
36,172263.708468747
37,172263.708468747
38,172263.708468747
39,172263.708468747
40,172263.708468747
41,172263.708468747
42,172263.708468747
43,172263.708468747
44,172263.708468747
45,172263.708468747
46,172263.708468747
47,172263.708468747
48,172263.708468747
49,172263.708468747
50,172263.708468747
51,172263.708468747
52,172263.708468747
53,172263.708468747
54,172263.708468747
55,172263.708468747
56,172263.708468747
57,172263.708468747
58,172263.708468747
59,172263.708468747
60,172263.708468747
61,172263.708468747
62,172263.708468747
63,172263.708468747
64,172263.708468747
65,172263.708468747
66,172263.708468747
67,172263.708468747
68,172263.708468747
69,172263.708468747
70,172263.708468747
71,172263.708468747
72,172263.708468747
73,172263.708468747
74,172263.708468747
75,172263.708468747
76,172263.708468747
77,172263.708468747
78,172263.708468747
79,172263.708468747
80,172263.708468747
81,172263.708468747
82,172263.708468747
83,172263.708468747
84,172263.708468747
85,172263.708468747
86,172263.708468747
87,172263.708468747
88,172263.708468747
89,172263.708468747
90,172263.708468747
91,172263.708468747
92,172263.708468747
93,172263.708468747
94,172263.708468747
95,172263.708468747
96,172263.708468747
97,172263.708468747
98,172263.708468747
99,172263.708468747
100,172263.708468747
101,172263.708468747
102,172263.708468747
103,172263.708468747
104,172263.708468747
105,172263.708468747
106,172263.708468747
107,172263.708468747
108,172263.708468747
109,172263.708468747
110,172263.708468747
111,172263.708468747
112,172263.708468747
113,172263.708468747
114,172263.708468747
115,172263.708468747
116,172263.708468747
117,172263.708468747
118,172263.708468747
119,172263.708468747
120,172263.708468747
121,172263.708468747
122,172263.708468747
123,172263.708468747
124,172263.708468747
125,172263.708468747
126,172263.708468747
127,172263.708468747
128,172263.708468747
129,172263.708468747
130,172263.708468747
131,172263.708468747
132,172263.708468747
133,172263.708468747
134,172263.708468747
135,172263.708468747
136,172263.708468747
137,172263.708468747
138,172263.708468747
139,172263.708468747
140,172263.708468747
141,172263.708468747
142,172263.708468747
143,172263.708468747
144,172263.708468747
145,172263.708468747
146,172263.708468747
147,172263.708468747
148,172263.708468747
149,172263.708468747
150,172263.708468747
151,172263.708468747
152,172263.708468747
153,172263.708468747
154,172263.708468747
155,172263.708468747
156,172263.708468747
157,172263.708468747
158,172263.708468747
159,172263.708468747
160,172263.708468747
161,172263.708468747
162,172263.708468747
163,172263.708468747
164,172263.708468747
165,172263.708468747
166,172263.708468747
167,172263.708468747
168,172263.708468747
169,172263.708468747
170,172263.708468747
171,172263.708468747
172,172263.708468747
173,172263.708468747
174,172263.708468747
175,172263.708468747
176,172263.708468747
177,172263.708468747
178,172263.708468747
179,172263.708468747
180,172263.708468747
181,172263.708468747
182,172263.708468747
183,172263.708468747
184,172263.708468747
185,172263.708468747
186,172263.708468747
187,172263.708468747
188,172263.708468747
189,172263.708468747
190,172263.708468747
191,172263.708468747
192,172263.708468747
193,172263.708468747
194,172263.708468747
195,172263.708468747
196,172263.708468747
197,172263.708468747
198,172263.708468747
199,172263.708468747
200,172263.708468747
201,172263.708468747
202,172263.708468747
203,172263.708468747
204,172263.708468747
205,172263.708468747
206,172263.708468747
207,172263.708468747
208,172263.708468747
209,172263.708468747
210,172263.708468747
211,172263.708468747
212,172263.708468747
213,172263.708468747
214,172263.708468747
215,172263.708468747
216,172263.708468747
217,172263.708468747
218,172263.708468747
219,172263.708468747
220,172263.708468747
221,172263.708468747
222,172263.708468747
223,172263.708468747
224,172263.708468747
225,172263.708468747
226,172263.708468747
227,172263.708468747
228,172263.708468747
229,172263.708468747
230,172263.708468747
231,172263.708468747
232,172263.708468747
233,172263.708468747
234,172263.708468747
235,172263.708468747
236,172263.708468747
237,172263.708468747
238,172263.708468747
239,172263.708468747
240,172263.708468747
241,172263.708468747
242,172263.708468747
